date,pompe,point,temperature,H,V,A,defaut_detecte
2024-05-13,1,moteur_NDE,53.5,2.25,2.49,2.13,0
2024-05-13,1,pompe,51.1,2.31,2.23,2.37,0
2024-05-13,2,moteur_DE,57.7,2.12,2.08,1.97,0
2024-05-13,2,moteur_NDE,58.4,2.55,1.91,7.18,1
2024-05-13,2,pompe,51.0,2.31,2.33,2.59,0
2024-05-13,3,moteur_DE,62.8,2.22,2.26,7.56,1
2024-05-13,3,moteur_NDE,50.1,1.67,2.29,2.86,0
2024-05-13,3,pompe,49.7,2.84,3.07,2.31,0
2024-05-13,4,moteur_DE,54.3,2.2,2.63,2.22,0
2024-05-13,4,moteur_NDE,49.3,1.81,2.2,1.58,0
2024-05-13,4,pompe,55.3,2.29,5.5,1.8,1
2024-05-20,1,moteur_DE,55.2,2.41,1.59,2.02,0
2024-05-20,1,moteur_NDE,53.5,1.95,2.28,2.5,0
2024-05-20,1,pompe,52.8,2.73,2.47,2.44,0
2024-05-20,2,moteur_DE,56.5,2.35,2.02,1.9,0
2024-05-20,2,moteur_NDE,51.5,1.57,1.84,1.08,0
2024-05-20,2,pompe,50.3,2.91,2.34,2.74,0
2024-05-20,3,moteur_DE,53.7,2.27,2.42,2.24,0
2024-05-20,3,moteur_NDE,50.6,1.94,1.75,1.71,0
2024-05-20,3,pompe,51.6,3.05,1.69,2.39,0
2024-05-20,4,moteur_DE,54.9,1.75,2.05,1.99,0
2024-05-20,4,moteur_NDE,52.2,2.06,2.03,1.99,0
2024-05-20,4,pompe,51.2,2.55,2.38,2.29,0
2024-05-27,1,moteur_DE,56.4,1.82,2.12,2.21,0
2024-05-27,1,moteur_NDE,50.4,1.82,1.84,2.29,0
2024-05-27,1,pompe,48.7,3.39,2.76,2.9,0
2024-05-27,2,moteur_DE,57.3,2.35,2.39,1.79,0
2024-05-27,2,moteur_NDE,50.9,2.25,2.27,2.87,0
2024-05-27,2,pompe,47.2,2.74,2.33,2.43,0
2024-05-27,3,moteur_DE,54.1,1.93,2.39,2.26,0
2024-05-27,3,moteur_NDE,52.2,1.73,1.93,1.3,0
2024-05-27,3,pompe,48.2,2.48,2.46,1.76,0
2024-05-27,4,moteur_DE,54.5,2.43,1.98,2.15,0
2024-05-27,4,moteur_NDE,51.2,2.16,2.04,2.21,0
2024-05-27,4,pompe,49.7,2.53,2.4,2.62,0
2024-06-03,1,moteur_DE,52.8,2.6,2.27,1.91,0
2024-06-03,1,moteur_NDE,49.5,2.02,1.58,1.99,0
2024-06-03,1,pompe,52.2,2.35,2.6,2.19,0
2024-06-03,2,moteur_DE,54.3,2.13,1.95,2.25,0
2024-06-03,2,moteur_NDE,53.5,1.95,1.79,2.28,0
2024-06-03,2,pompe,50.5,2.48,2.11,2.74,0
2024-06-03,3,moteur_DE,56.8,2.16,1.95,2.16,0
2024-06-03,3,moteur_NDE,54.2,2.1,1.86,1.99,0
2024-06-03,3,pompe,50.4,2.74,3.11,2.37,0
2024-06-03,4,moteur_DE,55.8,2.26,2.09,1.96,0
2024-06-03,4,moteur_NDE,53.9,1.79,2.15,1.68,0
2024-06-03,4,pompe,49.6,3.04,2.91,2.22,0
2024-06-10,1,moteur_DE,61.4,2.32,6.23,2.16,1
2024-06-10,1,moteur_NDE,53.9,1.82,1.82,1.65,0
2024-06-10,1,pompe,48.2,2.7,2.32,3.13,0
2024-06-10,2,moteur_DE,57.5,2.24,2.14,1.82,0
2024-06-10,2,moteur_NDE,51.3,2.14,1.46,2.35,0
2024-06-10,2,pompe,50.7,2.44,2.06,2.81,0
2024-06-10,3,moteur_DE,54.1,2.23,2.28,1.47,0
2024-06-10,3,moteur_NDE,49.8,1.91,2.38,1.83,0
2024-06-10,3,pompe,50.4,2.87,2.36,2.71,0
2024-06-10,4,moteur_DE,53.8,2.59,2.12,2.6,0
2024-06-10,4,moteur_NDE,52.0,1.86,2.14,1.62,0
2024-06-10,4,pompe,47.3,2.26,2.03,2.6,0
2024-06-17,1,moteur_DE,54.9,1.89,1.57,1.76,0
2024-06-17,1,moteur_NDE,50.6,2.09,1.97,2.02,0
2024-06-17,1,pompe,49.7,2.78,2.41,2.75,0
2024-06-17,2,moteur_DE,56.2,2.08,2.33,2.44,0
2024-06-17,2,moteur_NDE,53.4,2.54,1.97,1.82,0
2024-06-17,2,pompe,50.1,2.92,2.87,2.43,0
2024-06-17,3,moteur_DE,55.9,2.42,1.84,2.32,0
2024-06-17,3,moteur_NDE,50.5,2.14,1.65,2.36,0
2024-06-17,3,pompe,51.0,2.81,2.3,2.33,0
2024-06-17,4,moteur_DE,55.1,2.77,2.04,2.6,0
2024-06-17,4,moteur_NDE,54.5,2.32,1.95,1.56,0
2024-06-17,4,pompe,50.0,1.77,3.16,2.99,0
2024-06-24,1,moteur_DE,53.7,1.64,2.46,2.64,0
2024-06-24,1,moteur_NDE,51.4,2.72,1.77,2.05,0
2024-06-24,1,pompe,50.8,2.22,2.49,2.61,0
2024-06-24,2,moteur_DE,54.7,2.33,1.97,2.77,0
2024-06-24,2,moteur_NDE,52.2,2.42,1.76,1.84,0
2024-06-24,2,pompe,50.3,2.84,3.04,2.32,0
2024-06-24,3,moteur_DE,51.4,1.78,2.51,2.27,0
2024-06-24,3,moteur_NDE,54.9,2.2,2.26,1.98,0
2024-06-24,3,pompe,49.8,2.95,2.87,2.67,0
2024-06-24,4,moteur_DE,51.3,2.52,2.5,2.21,0
2024-06-24,4,moteur_NDE,53.0,1.97,1.67,2.23,0
2024-06-24,4,pompe,50.8,3.06,2.53,2.84,0
2024-07-01,1,moteur_DE,54.9,2.62,2.49,2.54,0
2024-07-01,1,moteur_NDE,51.5,1.83,1.77,1.77,0
2024-07-01,1,pompe,48.9,2.64,3.16,2.08,0
2024-07-01,2,moteur_DE,56.6,3.02,2.41,1.79,0
2024-07-01,2,moteur_NDE,51.1,2.06,2.02,1.95,0
2024-07-01,2,pompe,50.5,2.72,2.4,3.14,0
2024-07-01,3,moteur_DE,53.5,2.66,1.79,1.8,0
2024-07-01,3,moteur_NDE,53.3,1.99,1.54,2.36,0
2024-07-01,3,pompe,53.9,2.68,2.55,2.85,0
2024-07-01,4,moteur_DE,56.9,2.26,2.17,2.42,0
2024-07-01,4,moteur_NDE,52.6,2.31,1.82,1.89,0
2024-07-01,4,pompe,48.1,2.86,2.58,2.38,0
2024-07-08,1,moteur_DE,55.2,2.14,2.54,2.04,0
2024-07-08,1,moteur_NDE,53.7,2.2,1.77,2.35,0
2024-07-08,1,pompe,51.2,2.16,2.48,2.57,0
2024-07-08,2,moteur_DE,55.9,2.17,2.14,2.33,0
2024-07-08,2,moteur_NDE,59.3,5.54,1.47,2.1,1
2024-07-08,2,pompe,48.8,2.69,2.97,3.02,0
2024-07-08,3,moteur_DE,55.7,2.55,1.82,2.24,0
2024-07-08,3,moteur_NDE,51.6,1.62,1.93,1.74,0
2024-07-08,3,pompe,51.4,2.92,2.22,2.58,0
2024-07-08,4,moteur_DE,56.5,2.55,2.55,2.04,0
2024-07-08,4,moteur_NDE,55.7,1.8,2.3,5.56,1
2024-07-08,4,pompe,50.4,2.29,2.79,2.93,0
2024-07-15,1,moteur_DE,56.8,2.28,2.36,2.57,0
2024-07-15,1,moteur_NDE,53.3,1.57,1.82,2.03,0
2024-07-15,1,pompe,49.6,2.25,2.08,2.5,0
2024-07-15,2,moteur_DE,56.9,2.15,2.17,1.87,0
2024-07-15,2,moteur_NDE,54.5,1.62,2.24,2.42,0
2024-07-15,2,pompe,48.2,2.57,2.67,2.45,0
2024-07-15,3,moteur_DE,55.0,2.06,2.21,2.28,0
2024-07-15,3,moteur_NDE,51.0,2.39,1.8,1.9,0
2024-07-15,3,pompe,50.7,2.53,2.67,2.61,0
2024-07-15,4,moteur_DE,53.3,2.23,2.19,2.02,0
2024-07-15,4,moteur_NDE,52.4,2.11,1.98,2.61,0
2024-07-15,4,pompe,50.2,2.88,2.64,2.5,0
2024-07-22,1,moteur_DE,56.8,1.93,2.38,2.58,0
2024-07-22,1,moteur_NDE,52.5,2.27,1.9,2.37,0
2024-07-22,1,pompe,49.0,2.12,2.71,2.9,0
2024-07-22,2,moteur_DE,54.6,1.58,1.95,1.96,0
2024-07-22,2,moteur_NDE,52.2,2.53,2.03,2.12,0
2024-07-22,2,pompe,58.6,12.74,2.42,2.87,1
2024-07-22,3,moteur_DE,58.6,2.32,2.42,1.77,0
2024-07-22,3,moteur_NDE,53.8,2.0,1.85,2.21,0
2024-07-22,3,pompe,51.3,2.66,3.14,3.18,0
2024-07-22,4,moteur_DE,54.8,1.53,2.36,2.3,0
2024-07-22,4,moteur_NDE,51.7,1.13,2.49,2.24,0
2024-07-22,4,pompe,58.7,2.51,2.09,6.18,1
2024-07-29,1,moteur_DE,54.1,2.3,1.7,2.28,0
2024-07-29,1,moteur_NDE,51.7,1.89,2.33,2.38,0
2024-07-29,1,pompe,63.5,8.73,2.98,3.06,1
2024-07-29,2,moteur_DE,59.8,2.25,5.1,1.96,1
2024-07-29,2,moteur_NDE,51.4,1.99,1.34,1.59,0
2024-07-29,2,pompe,48.6,2.66,2.44,2.27,0
2024-07-29,3,moteur_DE,54.2,2.34,2.02,2.34,0
2024-07-29,3,moteur_NDE,50.2,2.14,1.85,2.07,0
2024-07-29,3,pompe,48.7,2.27,2.41,2.77,0
2024-07-29,4,moteur_DE,56.1,2.39,1.82,2.6,0
2024-07-29,4,moteur_NDE,50.3,1.66,1.72,2.17,0
2024-07-29,4,pompe,47.8,3.07,3.05,2.62,0
2024-08-05,1,moteur_DE,54.0,2.58,1.66,2.5,0
2024-08-05,1,moteur_NDE,51.0,2.22,2.19,2.1,0
2024-08-05,1,pompe,49.2,2.41,2.93,2.67,0
2024-08-05,2,moteur_DE,55.8,2.11,2.27,2.09,0
2024-08-05,2,moteur_NDE,53.5,1.71,2.19,1.67,0
2024-08-05,2,pompe,51.0,2.67,2.5,2.25,0
2024-08-05,3,moteur_DE,52.6,1.62,2.19,2.24,0
2024-08-05,3,moteur_NDE,52.0,1.92,2.24,2.3,0
2024-08-05,3,pompe,48.7,2.29,2.35,2.5,0
2024-08-05,4,moteur_DE,55.4,2.52,2.09,2.2,0
2024-08-05,4,moteur_NDE,52.6,2.04,1.96,2.59,0
2024-08-05,4,pompe,50.2,2.47,2.59,2.42,0
2024-08-12,1,moteur_DE,54.4,1.82,2.42,2.31,0
2024-08-12,1,moteur_NDE,50.9,2.37,2.11,1.71,0
2024-08-12,1,pompe,51.1,3.05,2.55,2.88,0
2024-08-12,2,moteur_DE,55.9,2.19,2.02,2.37,0
2024-08-12,2,moteur_NDE,55.3,6.5,2.27,2.09,1
2024-08-12,2,pompe,50.2,2.39,2.3,2.89,0
2024-08-12,3,moteur_DE,55.8,2.75,2.12,1.91,0
2024-08-12,3,moteur_NDE,50.0,2.35,2.14,2.0,0
2024-08-12,3,pompe,49.6,2.37,2.7,3.18,0
2024-08-12,4,moteur_DE,55.2,2.12,2.04,2.04,0
2024-08-12,4,moteur_NDE,51.2,2.05,1.92,2.76,0
2024-08-12,4,pompe,50.0,1.92,2.95,2.36,0
2024-08-19,1,moteur_DE,54.3,2.71,2.38,2.36,0
2024-08-19,1,moteur_NDE,53.4,2.31,1.8,1.89,0
2024-08-19,1,pompe,51.9,2.2,2.76,2.67,0
2024-08-19,2,moteur_DE,57.0,1.78,2.09,1.78,0
2024-08-19,2,moteur_NDE,50.4,2.46,2.43,1.61,0
2024-08-19,2,pompe,48.8,2.24,2.85,2.44,0
2024-08-19,3,moteur_DE,56.8,2.61,2.45,2.05,0
2024-08-19,3,moteur_NDE,53.8,1.96,2.28,1.93,0
2024-08-19,3,pompe,50.1,1.96,2.83,2.11,0
2024-08-19,4,moteur_DE,56.1,2.48,1.98,2.04,0
2024-08-19,4,moteur_NDE,51.9,1.42,2.32,2.05,0
2024-08-19,4,pompe,46.2,3.05,2.64,2.7,0
2024-08-26,1,moteur_DE,56.5,1.79,1.8,2.13,0
2024-08-26,1,moteur_NDE,53.0,1.89,1.7,1.59,0
2024-08-26,1,pompe,50.5,2.58,2.4,2.71,0
2024-08-26,2,moteur_DE,56.4,2.38,2.19,1.97,0
2024-08-26,2,moteur_NDE,50.6,2.38,2.38,2.09,0
2024-08-26,2,pompe,48.6,2.94,2.88,2.68,0
2024-08-26,3,moteur_DE,53.9,2.94,2.43,2.81,0
2024-08-26,3,moteur_NDE,52.1,2.06,1.73,1.9,0
2024-08-26,3,pompe,47.6,3.66,2.4,2.47,0
2024-08-26,4,moteur_DE,53.3,2.49,2.21,1.73,0
2024-08-26,4,moteur_NDE,50.0,1.77,2.52,2.13,0
2024-08-26,4,pompe,48.4,2.78,2.4,2.52,0
2024-09-02,1,moteur_DE,56.2,2.17,2.12,1.57,0
2024-09-02,1,moteur_NDE,48.9,2.01,1.37,2.35,0
2024-09-02,1,pompe,51.5,2.89,2.76,2.4,0
2024-09-02,2,moteur_DE,53.0,2.12,2.12,2.11,0
2024-09-02,2,moteur_NDE,54.2,1.99,1.99,2.08,0
2024-09-02,2,pompe,50.8,2.45,2.37,2.49,0
2024-09-02,3,moteur_DE,57.9,2.1,2.25,2.8,0
2024-09-02,3,moteur_NDE,50.2,1.88,2.17,2.0,0
2024-09-02,3,pompe,48.5,2.58,2.36,2.59,0
2024-09-02,4,moteur_DE,56.8,2.23,2.39,1.98,0
2024-09-02,4,moteur_NDE,52.1,2.34,2.15,2.67,0
2024-09-02,4,pompe,49.3,2.59,2.45,1.91,0
2024-09-09,1,moteur_DE,54.8,2.2,2.81,2.23,0
2024-09-09,1,moteur_NDE,52.0,1.95,2.5,1.8,0
2024-09-09,1,pompe,49.6,2.57,2.82,2.79,0
2024-09-09,2,moteur_DE,53.4,1.51,1.92,1.78,0
2024-09-09,2,moteur_NDE,49.8,1.37,2.31,2.83,0
2024-09-09,2,pompe,49.1,2.6,2.21,2.75,0
2024-09-09,3,moteur_DE,54.7,2.42,2.0,1.89,0
2024-09-09,3,moteur_NDE,51.5,2.04,1.45,2.36,0
2024-09-09,3,pompe,50.5,2.45,2.87,2.97,0
2024-09-09,4,moteur_DE,55.4,1.65,2.28,1.75,0
2024-09-09,4,moteur_NDE,50.8,1.92,2.01,1.91,0
2024-09-09,4,pompe,52.0,2.44,3.44,2.4,0
2024-09-16,1,moteur_DE,52.4,1.7,2.1,2.27,0
2024-09-16,1,moteur_NDE,52.6,1.7,1.58,1.95,0
2024-09-16,1,pompe,50.9,2.53,2.61,2.58,0
2024-09-16,2,moteur_DE,55.7,2.27,2.69,2.57,0
2024-09-16,2,moteur_NDE,52.6,1.97,1.9,2.03,0
2024-09-16,2,pompe,48.6,2.18,2.93,3.16,0
2024-09-16,3,moteur_DE,56.6,2.36,2.16,2.57,0
2024-09-16,3,moteur_NDE,53.8,1.66,1.84,2.56,0
2024-09-16,3,pompe,49.0,2.21,2.71,2.11,0
2024-09-16,4,moteur_DE,50.2,3.01,2.1,2.42,0
2024-09-16,4,moteur_NDE,63.3,12.19,1.9,2.05,1
2024-09-16,4,pompe,52.2,2.5,3.09,2.56,0
2024-09-23,1,moteur_DE,57.3,2.23,1.95,2.38,0
2024-09-23,1,moteur_NDE,52.1,1.99,2.3,2.32,0
2024-09-23,1,pompe,52.4,2.01,2.87,2.55,0
2024-09-23,2,moteur_DE,53.3,1.9,2.48,1.64,0
2024-09-23,2,moteur_NDE,50.1,2.14,2.03,2.25,0
2024-09-23,2,pompe,58.6,2.61,2.66,4.93,1
2024-09-23,3,moteur_DE,57.4,2.29,2.87,1.81,0
2024-09-23,3,moteur_NDE,50.4,1.57,1.88,1.78,0
2024-09-23,3,pompe,50.8,2.74,2.75,2.32,0
2024-09-23,4,moteur_DE,55.9,2.64,1.96,2.73,0
2024-09-23,4,moteur_NDE,52.1,2.17,1.73,2.38,0
2024-09-23,4,pompe,50.5,3.01,2.51,2.48,0
2024-09-30,1,moteur_DE,56.8,1.85,2.06,2.83,0
2024-09-30,1,moteur_NDE,51.8,1.82,1.77,1.84,0
2024-09-30,1,pompe,56.5,2.17,2.73,7.82,1
2024-09-30,2,moteur_DE,56.5,2.12,2.33,1.97,0
2024-09-30,2,moteur_NDE,53.6,1.99,2.46,1.58,0
2024-09-30,2,pompe,48.7,2.62,2.45,2.98,0
2024-09-30,3,moteur_DE,54.4,2.14,2.03,2.1,0
2024-09-30,3,moteur_NDE,51.6,2.05,2.07,2.16,0
2024-09-30,3,pompe,51.7,2.53,2.93,2.82,0
2024-09-30,4,moteur_DE,54.7,2.66,2.2,2.09,0
2024-09-30,4,moteur_NDE,52.8,1.8,2.02,1.63,0
2024-09-30,4,pompe,50.1,2.95,2.83,2.88,0
2024-10-07,1,moteur_DE,57.3,2.71,2.33,1.96,0
2024-10-07,1,moteur_NDE,52.8,1.87,2.42,1.53,0
2024-10-07,1,pompe,48.2,3.02,2.94,2.64,0
2024-10-07,2,moteur_DE,55.1,1.91,2.05,2.2,0
2024-10-07,2,moteur_NDE,49.9,2.07,1.78,2.3,0
2024-10-07,2,pompe,51.3,3.41,2.77,2.85,0
2024-10-07,3,moteur_DE,55.8,2.33,1.82,2.26,0
2024-10-07,3,moteur_NDE,52.3,2.34,2.24,2.39,0
2024-10-07,3,pompe,48.0,2.84,1.86,2.98,0
2024-10-07,4,moteur_DE,56.3,1.74,2.84,2.02,0
2024-10-07,4,moteur_NDE,52.1,1.88,1.69,1.98,0
2024-10-07,4,pompe,48.4,2.74,2.53,2.64,0
2024-10-14,1,moteur_DE,54.7,2.01,3.16,2.29,0
2024-10-14,1,moteur_NDE,51.1,1.76,1.85,2.02,0
2024-10-14,1,pompe,50.7,2.53,2.68,2.34,0
2024-10-14,2,moteur_DE,53.5,2.2,2.3,2.23,0
2024-10-14,2,moteur_NDE,52.5,2.52,2.14,1.68,0
2024-10-14,2,pompe,50.7,2.13,2.7,2.68,0
2024-10-14,3,moteur_DE,54.7,2.67,2.5,1.95,0
2024-10-14,3,moteur_NDE,52.5,2.28,2.02,2.16,0
2024-10-14,3,pompe,51.3,2.5,2.88,1.94,0
2024-10-14,4,moteur_DE,58.1,2.41,1.37,2.08,0
2024-10-14,4,moteur_NDE,52.6,2.18,1.64,1.66,0
2024-10-14,4,pompe,49.7,3.0,3.33,2.27,0
2024-10-21,1,moteur_DE,54.0,2.13,2.63,1.95,0
2024-10-21,1,moteur_NDE,51.3,2.14,1.84,1.69,0
2024-10-21,1,pompe,49.2,2.54,2.75,2.79,0
2024-10-21,2,moteur_DE,52.9,1.62,2.04,2.23,0
2024-10-21,2,moteur_NDE,52.2,1.85,2.08,2.1,0
2024-10-21,2,pompe,46.9,2.56,2.56,2.95,0
2024-10-21,3,moteur_DE,57.2,2.46,2.31,1.89,0
2024-10-21,3,moteur_NDE,50.8,2.23,2.4,2.02,0
2024-10-21,3,pompe,51.0,2.53,2.54,2.74,0
2024-10-21,4,moteur_DE,55.5,2.72,2.72,1.62,0
2024-10-21,4,moteur_NDE,54.0,1.79,1.88,1.87,0
2024-10-21,4,pompe,52.2,2.78,2.62,3.06,0
2024-10-28,1,moteur_DE,56.7,1.94,2.63,1.97,0
2024-10-28,1,moteur_NDE,50.4,1.65,1.95,2.15,0
2024-10-28,1,pompe,48.6,3.03,2.37,2.07,0
2024-10-28,2,moteur_DE,53.3,2.33,1.69,2.2,0
2024-10-28,2,moteur_NDE,51.7,2.0,2.5,1.46,0
2024-10-28,2,pompe,50.0,2.49,2.77,2.87,0
2024-10-28,3,moteur_DE,52.7,2.09,2.46,2.33,0
2024-10-28,3,moteur_NDE,52.0,2.03,1.73,1.93,0
2024-10-28,3,pompe,51.4,2.7,2.66,2.77,0
2024-10-28,4,moteur_DE,56.7,1.82,2.02,2.39,0
2024-10-28,4,moteur_NDE,53.4,1.64,2.23,2.07,0
2024-10-28,4,pompe,51.7,3.19,2.76,2.3,0
2024-11-04,1,moteur_DE,57.8,2.32,1.9,2.23,0
2024-11-04,1,moteur_NDE,53.5,2.57,2.31,2.61,0
2024-11-04,1,pompe,52.0,2.59,3.02,3.05,0
2024-11-04,2,moteur_DE,52.1,1.79,1.43,1.84,0
2024-11-04,2,moteur_NDE,51.2,1.7,1.95,1.86,0
2024-11-04,2,pompe,50.0,2.38,2.6,2.53,0
2024-11-04,3,moteur_DE,53.8,2.13,2.5,2.03,0
2024-11-04,3,moteur_NDE,52.3,1.74,1.63,1.78,0
2024-11-04,3,pompe,48.8,2.46,2.74,2.79,0
2024-11-04,4,moteur_DE,54.9,2.29,2.36,2.41,0
2024-11-04,4,moteur_NDE,50.7,1.57,1.88,2.01,0
2024-11-04,4,pompe,50.5,2.27,2.71,2.2,0
2024-11-11,1,moteur_DE,58.8,2.02,1.19,2.48,0
2024-11-11,1,moteur_NDE,50.2,1.8,1.93,2.89,0
2024-11-11,1,pompe,51.2,3.14,3.14,2.53,0
2024-11-11,2,moteur_DE,58.3,2.23,2.32,2.65,0
2024-11-11,2,moteur_NDE,52.0,1.78,1.91,1.87,0
2024-11-11,2,pompe,50.8,2.04,2.46,3.32,0
2024-11-11,3,moteur_DE,57.4,2.13,2.25,1.71,0
2024-11-11,3,moteur_NDE,52.0,1.85,1.99,1.78,0
2024-11-11,3,pompe,47.4,2.89,2.33,2.51,0
2024-11-11,4,moteur_DE,55.1,2.55,2.14,1.88,0
2024-11-11,4,moteur_NDE,54.4,2.75,1.57,1.73,0
2024-11-11,4,pompe,47.2,2.33,2.89,2.8,0
2024-11-18,1,moteur_DE,53.4,2.13,1.81,1.68,0
2024-11-18,1,moteur_NDE,51.0,2.24,2.37,2.1,0
2024-11-18,1,pompe,51.0,2.29,2.49,2.88,0
2024-11-18,2,moteur_DE,56.4,2.17,2.26,1.88,0
2024-11-18,2,moteur_NDE,52.0,1.98,1.79,2.35,0
2024-11-18,2,pompe,55.0,2.97,2.83,5.55,1
2024-11-18,3,moteur_DE,56.7,1.94,2.47,2.31,0
2024-11-18,3,moteur_NDE,55.4,1.9,1.99,1.47,0
2024-11-18,3,pompe,48.7,2.41,2.18,2.17,0
2024-11-18,4,moteur_DE,53.0,2.37,2.19,2.3,0
2024-11-18,4,moteur_NDE,51.4,1.77,2.29,1.45,0
2024-11-18,4,pompe,50.4,2.2,2.71,2.43,0
2024-11-25,1,moteur_DE,51.9,2.1,2.23,2.56,0
2024-11-25,1,moteur_NDE,49.8,1.42,2.26,1.96,0
2024-11-25,1,pompe,51.0,2.07,2.14,2.54,0
2024-11-25,2,moteur_DE,56.5,2.2,1.99,2.23,0
2024-11-25,2,moteur_NDE,52.8,2.17,1.93,2.35,0
2024-11-25,2,pompe,52.0,2.34,2.7,2.63,0
2024-11-25,3,moteur_DE,55.9,2.23,1.85,2.2,0
2024-11-25,3,moteur_NDE,52.8,2.51,2.27,1.34,0
2024-11-25,3,pompe,49.8,2.67,2.95,3.14,0
2024-11-25,4,moteur_DE,59.0,1.94,2.28,6.34,1
2024-11-25,4,moteur_NDE,54.6,1.84,1.76,2.18,0
2024-11-25,4,pompe,51.2,2.43,2.4,2.57,0
2024-12-02,1,moteur_DE,52.6,2.18,2.01,2.12,0
2024-12-02,1,moteur_NDE,52.6,1.81,1.39,2.1,0
2024-12-02,1,pompe,56.0,2.33,5.19,2.09,1
2024-12-02,2,moteur_DE,53.1,2.04,2.29,2.57,0
2024-12-02,2,moteur_NDE,51.0,1.89,1.94,1.88,0
2024-12-02,2,pompe,47.9,2.86,2.54,2.74,0
2024-12-02,3,moteur_DE,53.5,2.88,2.11,1.83,0
2024-12-02,3,moteur_NDE,53.9,1.72,1.43,1.94,0
2024-12-02,3,pompe,48.2,2.87,2.88,2.62,0
2024-12-02,4,moteur_DE,58.6,2.41,2.88,2.42,0
2024-12-02,4,moteur_NDE,53.9,2.14,1.71,2.37,0
2024-12-02,4,pompe,50.6,1.86,2.66,2.76,0
2024-12-09,1,moteur_DE,53.9,1.99,1.96,2.32,0
2024-12-09,1,moteur_NDE,51.4,1.62,1.83,1.96,0
2024-12-09,1,pompe,51.1,2.9,3.09,2.3,0
2024-12-09,2,moteur_DE,56.1,2.08,1.91,2.0,0
2024-12-09,2,moteur_NDE,51.3,1.75,1.91,1.57,0
2024-12-09,2,pompe,49.3,2.42,2.68,2.76,0
2024-12-09,3,moteur_DE,56.1,2.16,2.66,1.9,0
2024-12-09,3,moteur_NDE,50.2,1.84,1.69,2.24,0
2024-12-09,3,pompe,49.8,2.5,2.79,2.58,0
2024-12-09,4,moteur_DE,54.7,2.49,2.14,2.04,0
2024-12-09,4,moteur_NDE,51.8,1.99,1.76,1.73,0
2024-12-09,4,pompe,49.0,2.84,2.75,2.59,0
2024-12-16,1,moteur_DE,55.7,2.43,2.28,2.31,0
2024-12-16,1,moteur_NDE,52.6,2.07,1.81,2.32,0
2024-12-16,1,pompe,48.6,2.6,3.15,2.28,0
2024-12-16,2,moteur_DE,56.1,1.73,2.26,2.47,0
2024-12-16,2,moteur_NDE,52.3,1.79,2.0,1.45,0
2024-12-16,2,pompe,52.9,2.63,5.98,3.19,1
2024-12-16,3,moteur_DE,55.2,2.11,1.68,2.43,0
2024-12-16,3,moteur_NDE,50.5,1.42,2.48,2.21,0
2024-12-16,3,pompe,51.2,2.58,2.25,2.72,0
2024-12-16,4,moteur_DE,54.6,2.41,2.1,1.74,0
2024-12-16,4,moteur_NDE,52.4,2.15,2.26,2.14,0
2024-12-16,4,pompe,51.1,1.96,3.08,2.76,0
2024-12-23,1,moteur_DE,55.6,1.78,1.85,1.98,0
2024-12-23,1,moteur_NDE,53.7,1.48,1.28,1.53,0
2024-12-23,1,pompe,51.0,2.97,2.32,2.66,0
2024-12-23,2,moteur_DE,56.0,2.24,2.61,2.32,0
2024-12-23,2,moteur_NDE,51.1,1.64,2.09,2.61,0
2024-12-23,2,pompe,55.4,7.39,2.77,2.26,1
2024-12-23,3,moteur_DE,55.8,2.36,2.16,2.03,0
2024-12-23,3,moteur_NDE,50.5,1.76,2.1,1.99,0
2024-12-23,3,pompe,52.1,2.6,2.71,3.0,0
2024-12-23,4,moteur_DE,55.0,2.59,2.49,2.22,0
2024-12-23,4,moteur_NDE,50.1,2.14,2.02,2.24,0
2024-12-23,4,pompe,50.0,3.09,2.08,2.76,0
2024-12-30,1,moteur_DE,54.9,2.15,2.3,1.95,0
2024-12-30,1,moteur_NDE,52.7,2.2,2.37,1.94,0
2024-12-30,1,pompe,50.3,3.15,2.24,2.72,0
2024-12-30,2,moteur_DE,56.6,2.36,2.07,2.54,0
2024-12-30,2,moteur_NDE,51.1,1.76,1.56,2.34,0
2024-12-30,2,pompe,48.2,2.31,3.07,2.81,0
2024-12-30,3,moteur_DE,52.8,2.37,2.23,2.31,0
2024-12-30,3,moteur_NDE,52.6,1.87,1.65,2.24,0
2024-12-30,3,pompe,50.1,2.54,2.19,2.48,0
2024-12-30,4,moteur_DE,53.7,1.82,1.94,2.13,0
2024-12-30,4,moteur_NDE,54.2,1.37,2.15,2.09,0
2024-12-30,4,pompe,51.5,2.27,3.14,2.7,0
2025-01-06,1,moteur_DE,55.0,2.36,2.61,2.31,0
2025-01-06,1,moteur_NDE,52.4,1.84,1.81,2.22,0
2025-01-06,1,pompe,52.0,2.69,2.57,2.78,0
2025-01-06,2,moteur_DE,57.1,1.66,2.45,1.97,0
2025-01-06,2,moteur_NDE,51.9,2.9,2.05,1.39,0
2025-01-06,2,pompe,50.9,2.9,2.39,2.97,0
2025-01-06,3,moteur_DE,51.8,2.82,1.95,2.31,0
2025-01-06,3,moteur_NDE,52.4,1.62,2.19,1.82,0
2025-01-06,3,pompe,50.0,2.61,2.15,2.63,0
2025-01-06,4,moteur_DE,56.8,2.1,2.35,2.44,0
2025-01-06,4,moteur_NDE,51.3,2.28,2.19,1.96,0
2025-01-06,4,pompe,48.2,3.08,2.9,2.7,0
