poste_technique,plan_entretien,type_travail_code,corps_metier,categorie_travail,nb_visites_preventives,frequence_observee_jours,frequence_officielle_jours,source_frequence,frequence_moyenne_jours,frequence_std_jours,nb_correctifs_total,nb_correctifs_entre_visites,taux_correctif_entre_visites,classe_frequence,frequence_actuelle_jours,frequence_recommandee_jours,cout_actuel_annuel_mad,cout_recommande_annuel_mad,economie_estimee_mad
SF01-PE-00LS-GRANUL-0HB138,54854.0,350.0,Mécanique,Graissage,375,2.1,730.0,observée,2.1,0.5,145,76,0.2,Insuffisant,2.1,1.5,94077.0,79118.0,14959.0
SF01-PE-00LS-GRANUL-0HB138,54855.0,350.0,Mécanique,Graissage,111,7.0,730.0,observée,7.0,1.1,145,51,0.46,Insuffisant,7.0,4.9,58405.0,45294.0,13111.0
SF01-PE-00LS-GRANUL-0HB138,54856.0,350.0,Mécanique,Graissage,14,53.3,730.0,observée,53.3,12.1,145,11,0.85,Insuffisant,53.3,37.3,13616.0,10195.0,3421.0
SF01-PE-00LS-GRANUL-0HB138,54857.0,350.0,Mécanique,Graissage,14,53.3,730.0,observée,53.3,12.1,145,11,0.85,Insuffisant,53.3,37.3,13616.0,10195.0,3421.0
SF01-PE-00LS-GRANUL-0HB138,54858.0,350.0,Mécanique,Graissage,14,53.3,730.0,observée,53.3,12.1,145,11,0.85,Insuffisant,53.3,37.3,13616.0,10195.0,3421.0
SF01-PE-00LS-GRANUL-0HB138,54859.0,350.0,Mécanique,Graissage,361,2.1,730.0,observée,2.1,1.7,145,74,0.21,Insuffisant,2.1,1.5,97947.0,81882.0,16065.0
SF01-PE-00LS-GRANUL-0HB138,54860.0,350.0,Mécanique,Graissage,3,214.5,730.0,observée,214.5,118.5,145,2,1.0,Insuffisant,214.5,150.1,3952.0,2939.0,1012.0
SF01-PE-00LS-GRANUL-0HB138,54861.0,350.0,Mécanique,Graissage,3,214.0,730.0,observée,214.0,119.0,145,2,1.0,Insuffisant,214.0,149.8,3961.0,2946.0,1015.0
SF01-PE-00LS-GRANUL-0HB138-SURV-B138,216228.0,360.0,Régulation/Instrumentation,Systématique,4,181.0,,observée,181.0,25.3,1,1,0.33,Insuffisant,181.0,126.7,1675.0,1335.0,340.0
SF01-PE-00LS-GRANUL-0HB138-SURV-PG138,216161.0,360.0,Régulation/Instrumentation,Systématique,4,182.0,,observée,182.0,23.7,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-PE-00LS-LAVAGE-0AG104,216033.0,360.0,Régulation/Instrumentation,Systématique,31,13.7,,observée,13.7,9.2,0,0,0.0,Trop fréquent,13.7,27.4,2558.0,1279.0,1279.0
SF01-PE-00LS-LAVAGE-0AG108,216035.0,360.0,Régulation/Instrumentation,Systématique,30,14.2,,observée,14.2,14.1,2,1,0.03,Adéquat,14.2,14.2,4185.0,4185.0,0.0
SF01-PE-00LS-LAVAGE-0TS104-SURV-FT199,216081.0,360.0,Régulation/Instrumentation,Systématique,5,121.0,,observée,121.0,21.2,0,0,0.0,Adéquat,121.0,121.0,290.0,290.0,0.0
SF01-PE-00LS-LAVAGE-0TS104-SURV-LT2790,216109.0,360.0,Régulation/Instrumentation,Systématique,4,182.0,,observée,182.0,23.7,1,1,0.33,Insuffisant,182.0,127.4,1666.0,1327.0,338.0
SF01-PE-00LS-LAVAGE-0TS104-SURV-PI2710,216174.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LS-LAVAGE-0TS104-SURV-PI2710,216447.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LS-LAVAGE-0TS104-SURV-PT2710,216133.0,360.0,Régulation/Instrumentation,Systématique,7,91.8,,observée,91.8,32.3,0,0,0.0,Adéquat,91.8,91.8,382.0,382.0,0.0
SF01-PE-00LS-LAVAGE-0TS106-SURV-FT200,216082.0,360.0,Régulation/Instrumentation,Systématique,4,187.3,,observée,187.3,97.2,0,0,0.0,Adéquat,187.3,187.3,187.0,187.0,0.0
SF01-PE-00LS-LAVAGE-0TS106-SURV-LT2690,216108.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LS-LAVAGE-0TS106-SURV-PI2610,216173.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LS-LAVAGE-0TS106-SURV-PI2610,216446.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LS-LAVAGE-0TS106-SURV-PT2610,216132.0,360.0,Régulation/Instrumentation,Systématique,7,91.0,,observée,91.0,32.7,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-PE-00LS-LAVAGE-0TS108-SURV-FT108,216076.0,360.0,Régulation/Instrumentation,Systématique,4,161.3,,observée,161.3,60.6,2,1,0.33,Insuffisant,161.3,112.9,1880.0,1498.0,382.0
SF01-PE-00LS-LAVAGE-0TS108-SURV-LT2590,216107.0,360.0,Régulation/Instrumentation,Systématique,4,134.0,,observée,134.0,48.8,0,0,0.0,Adéquat,134.0,134.0,262.0,262.0,0.0
SF01-PE-00LS-LAVAGE-0TS108-SURV-PI2510,216172.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LS-LAVAGE-0TS108-SURV-PI2510,216445.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LS-LAVAGE-0TS108-SURV-PT2510,216131.0,360.0,Régulation/Instrumentation,Systématique,7,91.0,,observée,91.0,23.2,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-PE-00LS-LAVAGE-0TS112-SURV-LT2490,216106.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LS-LAVAGE-0TS112-SURV-PI2410,216171.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LS-LAVAGE-0TS112-SURV-PI2410,216444.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LS-LAVAGE-0TS112-SURV-PT2410,216130.0,360.0,Régulation/Instrumentation,Systématique,7,91.0,,observée,91.0,25.5,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-PE-00LS-LAVAGE-PC104A,200000002644.0,350.0,Mécanique,Graissage,69,7.0,730.0,observée,7.0,0.5,14,7,0.1,Adéquat,7.0,7.0,16615.0,16615.0,0.0
SF01-PE-00LS-LAVAGE-PC104B,200000002645.0,350.0,Mécanique,Graissage,69,7.0,730.0,observée,7.0,0.5,13,3,0.04,Adéquat,7.0,7.0,9650.0,9650.0,0.0
SF01-PE-00LS-LAVAGE-PC106A,200000002648.0,350.0,Mécanique,Graissage,69,7.0,730.0,observée,7.0,0.5,32,19,0.28,Insuffisant,7.0,4.9,37510.0,30369.0,7141.0
SF01-PE-00LS-LAVAGE-PC106B,200000002669.0,350.0,Mécanique,Graissage,69,7.0,730.0,observée,7.0,0.5,20,12,0.18,Insuffisant,7.0,4.9,25901.0,22077.0,3824.0
SF01-PE-00LS-LAVAGE-PC108A,200000002670.0,350.0,Mécanique,Graissage,69,7.0,730.0,observée,7.0,0.5,30,11,0.16,Insuffisant,7.0,4.9,23580.0,20419.0,3161.0
SF01-PE-00LS-LAVAGE-PC108B,200000002671.0,350.0,Mécanique,Graissage,69,7.0,730.0,observée,7.0,0.5,8,2,0.03,Adéquat,7.0,7.0,8489.0,8489.0,0.0
SF01-PE-00LS-LAVAGE-PC112A,200000002672.0,350.0,Mécanique,Graissage,69,7.0,730.0,observée,7.0,0.5,3,3,0.04,Adéquat,7.0,7.0,9650.0,9650.0,0.0
SF01-PE-00LS-LAVAGE-PC112B,200000002673.0,350.0,Mécanique,Graissage,69,7.0,730.0,observée,7.0,0.5,6,3,0.04,Adéquat,7.0,7.0,9650.0,9650.0,0.0
SF01-PE-00LS-REACTI-0CA208,54432.0,360.0,Mécanique,Systématique,3,272.0,730.0,observée,272.0,168.0,43,1,0.5,Insuffisant,272.0,190.4,1623.0,1251.0,372.0
SF01-PE-00LS-REACTI-0CA208,54437.0,360.0,Mécanique,Systématique,3,224.5,730.0,observée,224.5,108.5,43,2,1.0,Insuffisant,224.5,157.1,3776.0,2808.0,967.0
SF01-PE-00LS-REACTI-0CA208,54443.0,350.0,Mécanique,Graissage,111,7.0,730.0,observée,7.0,1.2,43,26,0.24,Insuffisant,7.0,4.9,32866.0,27052.0,5814.0
SF01-PE-00LS-REACTI-0CA208-SURV-FIC109,216068.0,360.0,Régulation/Instrumentation,Systématique,19,26.7,,observée,26.7,11.4,0,0,0.0,Adéquat,26.7,26.7,1313.0,1313.0,0.0
SF01-PE-00LS-REACTI-0CA208-SURV-FIC122,216072.0,360.0,Régulation/Instrumentation,Systématique,7,91.0,,observée,91.0,32.7,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-PE-00LS-REACTI-0CA208-SURV-FV109,216184.0,360.0,Régulation/Instrumentation,Systématique,14,34.8,80.0,observée,34.8,18.1,0,0,0.0,Adéquat,34.8,34.8,1007.0,1007.0,0.0
SF01-PE-00LS-REACTI-0CA208-SURV-PI101,216156.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LS-REACTI-0CA208-SURV-PI101,216438.0,360.0,Régulation/Instrumentation,Systématique,4,182.0,,observée,182.0,30.2,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-PE-00LS-REACTI-0CA208-SURV-PI2081,216167.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,2,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LS-REACTI-0CA208-SURV-PI2082,216168.0,360.0,Régulation/Instrumentation,Systématique,4,111.7,,observée,111.7,71.3,1,0,0.0,Adéquat,111.7,111.7,314.0,314.0,0.0
SF01-PE-00LS-REACTI-0CA208-SURV-PI2083,216169.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,1,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LS-REACTI-0CA208-SURV-PI2084,216170.0,360.0,Régulation/Instrumentation,Systématique,4,111.7,,observée,111.7,71.3,1,0,0.0,Adéquat,111.7,111.7,314.0,314.0,0.0
SF01-PE-00LS-REACTI-0CA208-SURV-PT101,216113.0,360.0,Régulation/Instrumentation,Systématique,7,91.0,,observée,91.0,33.2,1,1,0.17,Insuffisant,91.0,63.7,1903.0,1634.0,269.0
SF01-PE-00LS-REACTI-0CA208-SURV-TI105,216050.0,360.0,Régulation/Instrumentation,Systématique,7,91.0,,observée,91.0,33.6,2,1,0.17,Insuffisant,91.0,63.7,1903.0,1634.0,269.0
SF01-PE-00LS-REACTI-0CA208-SURV-TI107,216051.0,360.0,Régulation/Instrumentation,Systématique,4,182.0,,observée,182.0,102.9,1,1,0.33,Insuffisant,182.0,127.4,1666.0,1327.0,338.0
SF01-PE-00LS-REACTI-0HA042,54768.0,310.0,Mécanique,Inspection,11,46.2,730.0,observée,46.2,49.3,57,8,0.8,Insuffisant,46.2,32.3,14829.0,11134.0,3695.0
SF01-PE-00LS-REACTI-0HA042,54769.0,360.0,Mécanique,Systématique,4,120.0,730.0,observée,120.0,84.1,57,2,0.67,Insuffisant,120.0,84.0,4829.0,3658.0,1171.0
SF01-PE-00LS-REACTI-0HA042,54770.0,350.0,Mécanique,Graissage,111,7.0,730.0,observée,7.0,1.2,57,30,0.27,Insuffisant,7.0,4.9,36349.0,29540.0,6809.0
SF01-PE-00LS-REACTI-0HA042,55510.0,360.0,Mécanique,Systématique,3,266.5,730.0,observée,266.5,172.5,57,1,0.5,Insuffisant,266.5,186.5,1656.0,1277.0,379.0
SF01-PE-00LS-REACTI-0HA042,55511.0,360.0,Mécanique,Systématique,3,151.0,730.0,observée,151.0,57.0,57,1,0.5,Insuffisant,151.0,105.7,2923.0,2253.0,669.0
SF01-PE-00LS-REACTI-0HA042,55515.0,360.0,Mécanique,Systématique,3,225.0,730.0,observée,225.0,224.0,57,1,0.5,Insuffisant,225.0,157.5,1961.0,1512.0,449.0
SF01-PE-00LS-REACTI-0HA042,55518.0,290.0,Mécanique,Inspection,78,7.7,730.0,observée,7.7,5.5,57,30,0.39,Insuffisant,7.7,5.4,45708.0,35900.0,9809.0
SF01-PE-00LS-REACTI-0HA042,55519.0,290.0,Mécanique,Inspection,12,48.7,730.0,observée,48.7,18.0,57,11,1.0,Insuffisant,48.7,34.1,17405.0,12946.0,4459.0
SF01-PE-00LS-REACTI-0HA042,55520.0,360.0,Mécanique,Systématique,12,49.1,730.0,observée,49.1,23.0,57,10,0.91,Insuffisant,49.1,34.4,15774.0,11777.0,3997.0
SF01-PE-00LS-REACTI-0HA042-ARDS,216416.0,360.0,Régulation/Instrumentation,Systématique,14,29.5,90.0,observée,29.5,18.2,1,1,0.08,Adéquat,29.5,29.5,3392.0,3392.0,0.0
SF01-PE-00LS-REACTI-0HA042-ARDS,216422.0,310.0,Régulation/Instrumentation,Inspection,5,85.0,365.0,observée,85.0,31.8,1,0,0.0,Adéquat,85.0,85.0,412.0,412.0,0.0
SF01-PE-00LS-REACTI-0HA042-SURV,216011.0,310.0,Régulation/Instrumentation,Inspection,57,6.8,30.0,observée,6.8,6.5,0,0,0.0,Trop fréquent,6.8,13.6,5154.0,2577.0,2577.0
SF01-PE-00LS-REACTI-0HA042-SURV,216013.0,360.0,Régulation/Instrumentation,Systématique,19,26.7,,observée,26.7,11.1,0,0,0.0,Adéquat,26.7,26.7,1313.0,1313.0,0.0
SF01-PE-00LS-REACTI-0HA042-SURV,216030.0,290.0,Régulation/Instrumentation,Inspection,49,7.1,30.0,observée,7.1,7.2,0,0,0.0,Trop fréquent,7.1,14.2,4936.0,2468.0,2468.0
SF01-PE-00LS-REACTI-0HB136,54815.0,360.0,Mécanique,Systématique,4,123.3,730.0,observée,123.3,108.8,12,2,0.67,Insuffisant,123.3,86.3,4700.0,3560.0,1140.0
SF01-PE-00LS-SACPHO-0VT104-SURV-FT121,216080.0,360.0,Régulation/Instrumentation,Systématique,7,91.0,,observée,91.0,33.2,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-PE-00LS-SACPHO-0VT104-SURV-FT700,216084.0,360.0,Régulation/Instrumentation,Systématique,7,91.0,,observée,91.0,32.7,1,1,0.17,Insuffisant,91.0,63.7,1903.0,1634.0,269.0
SF01-PE-00LS-SACPHO-0VT104-SURV-FV125,216186.0,360.0,Régulation/Instrumentation,Systématique,11,53.7,,observée,53.7,19.7,3,3,0.3,Insuffisant,53.7,37.6,5192.0,4175.0,1017.0
SF01-PE-00LS-SACPHO-0VT104-SURV-LIC2803,216096.0,360.0,Régulation/Instrumentation,Systématique,19,26.7,,observée,26.7,10.2,1,1,0.06,Adéquat,26.7,26.7,3139.0,3139.0,0.0
SF01-PE-00LS-SACPHO-0VT104-SURV-LV2803,216191.0,360.0,Régulation/Instrumentation,Systématique,11,53.7,,observée,53.7,20.0,1,1,0.1,Adéquat,53.7,53.7,2166.0,2166.0,0.0
SF01-PE-00LS-SACPHO-PC104C,200000002646.0,350.0,Mécanique,Graissage,69,7.0,730.0,observée,7.0,0.5,47,21,0.31,Insuffisant,7.0,4.9,40992.0,32856.0,8136.0
SF01-PE-00LS-SECHAG-0HB140,54913.0,310.0,Mécanique,Inspection,3,124.5,730.0,observée,124.5,30.5,144,1,0.5,Insuffisant,124.5,87.1,3545.0,2733.0,812.0
SF01-PE-00LS-SECHAG-0HB140,54941.0,360.0,Mécanique,Systématique,63,9.5,730.0,observée,9.5,15.1,144,29,0.47,Insuffisant,9.5,6.6,43891.0,33985.0,9905.0
SF01-PE-00LS-SECHAG-0HB140,54942.0,360.0,Mécanique,Systématique,4,120.0,730.0,observée,120.0,108.3,144,3,1.0,Insuffisant,120.0,84.0,7064.0,5254.0,1810.0
SF01-PE-00LS-SECHAG-0HB140,54944.0,350.0,Mécanique,Graissage,372,2.1,730.0,observée,2.1,1.6,144,80,0.22,Insuffisant,2.1,1.5,101816.0,84646.0,17170.0
SF01-PE-00LS-SECHAG-0HB140,54945.0,350.0,Mécanique,Graissage,107,7.3,730.0,observée,7.3,3.6,144,49,0.46,Insuffisant,7.3,5.1,56005.0,43432.0,12572.0
SF01-PE-00LS-SECHAG-0HB140,54946.0,350.0,Mécanique,Graissage,51,15.0,730.0,observée,15.0,1.1,144,36,0.72,Insuffisant,15.0,10.5,41340.0,31198.0,10143.0
SF01-PE-00LS-SECHAG-0HB140,54947.0,350.0,Mécanique,Graissage,14,53.3,730.0,observée,53.3,12.1,144,11,0.85,Insuffisant,53.3,37.3,13616.0,10195.0,3421.0
SF01-PE-00LS-SECHAG-0HB140,54948.0,350.0,Mécanique,Graissage,14,53.3,730.0,observée,53.3,12.1,144,11,0.85,Insuffisant,53.3,37.3,13616.0,10195.0,3421.0
SF01-PE-00LS-SECHAG-0HB140,54949.0,350.0,Mécanique,Graissage,14,53.3,730.0,observée,53.3,12.2,144,11,0.85,Insuffisant,53.3,37.3,13616.0,10195.0,3421.0
SF01-PE-00LS-SECHAG-0HB140,54950.0,350.0,Mécanique,Graissage,363,2.1,730.0,observée,2.1,1.7,144,80,0.22,Insuffisant,2.1,1.5,101816.0,84646.0,17170.0
SF01-PE-00LS-SECHAG-0HB140,54951.0,310.0,Mécanique,Inspection,3,213.5,730.0,observée,213.5,119.5,144,2,1.0,Insuffisant,213.5,149.4,3970.0,2953.0,1017.0
SF01-PE-00LS-SECHAG-0HB140,54952.0,310.0,Mécanique,Inspection,3,213.5,730.0,observée,213.5,119.5,144,2,1.0,Insuffisant,213.5,149.4,3970.0,2953.0,1017.0
SF01-PE-00LS-SECHAG-0HB140-SURV-TI140,216052.0,360.0,Régulation/Instrumentation,Systématique,7,91.0,,observée,91.0,33.6,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-PE-00LS-SECHAG-0HC238,55258.0,360.0,Mécanique,Systématique,3,124.5,730.0,observée,124.5,30.5,8,1,0.5,Insuffisant,124.5,87.1,3545.0,2733.0,812.0
SF01-PE-00LS-SECHAG-0HC238,55265.0,310.0,Mécanique,Inspection,3,124.5,730.0,observée,124.5,30.5,8,1,0.5,Insuffisant,124.5,87.1,3545.0,2733.0,812.0
SF01-PE-00LS-SECHAG-0HC238,55269.0,360.0,Mécanique,Systématique,4,120.0,730.0,observée,120.0,108.3,8,2,0.67,Insuffisant,120.0,84.0,4829.0,3658.0,1171.0
SF01-PE-00LS-SECHAG-0HC238,55270.0,310.0,Mécanique,Inspection,10,26.1,730.0,observée,26.1,18.7,8,0,0.0,Adéquat,26.1,26.1,1343.0,1343.0,0.0
SF01-PE-00LS-SECHAG-0HC238,55270.0,350.0,Mécanique,Graissage,14,36.5,730.0,observée,36.5,26.7,8,3,0.23,Insuffisant,36.5,25.5,6081.0,5029.0,1051.0
SF01-PE-00LS-SECHAG-0HC238,55271.0,350.0,Mécanique,Graissage,107,7.3,730.0,observée,7.3,3.7,8,5,0.05,Adéquat,7.3,7.3,10366.0,10366.0,0.0
SF01-PE-00LS-SECHAG-0HC238-SURV-EDV2844,216177.0,360.0,Régulation/Instrumentation,Systématique,19,26.7,,observée,26.7,10.9,1,1,0.06,Adéquat,26.7,26.7,3139.0,3139.0,0.0
SF01-PE-00LS-TRANPF-0HA032,52250.0,290.0,Mécanique,Inspection,10,66.6,730.0,observée,66.6,68.8,84,7,0.78,Insuffisant,66.6,46.6,10043.0,7549.0,2494.0
SF01-PE-00LS-TRANPF-0HA032,54594.0,360.0,Mécanique,Systématique,3,271.5,730.0,observée,271.5,177.5,84,1,0.5,Insuffisant,271.5,190.0,1626.0,1253.0,372.0
SF01-PE-00LS-TRANPF-0HA032,54595.0,360.0,Mécanique,Systématique,3,271.5,730.0,observée,271.5,177.5,84,1,0.5,Insuffisant,271.5,190.0,1626.0,1253.0,372.0
SF01-PE-00LS-TRANPF-0HA032,54603.0,360.0,Mécanique,Systématique,3,271.5,730.0,observée,271.5,177.5,84,1,0.5,Insuffisant,271.5,190.0,1626.0,1253.0,372.0
SF01-PE-00LS-TRANPF-0HA032,54607.0,350.0,Mécanique,Graissage,27,27.8,730.0,observée,27.8,6.9,84,20,0.77,Insuffisant,27.8,19.5,23767.0,17877.0,5890.0
SF01-PE-00LS-TRANPF-0HA032,54608.0,350.0,Mécanique,Graissage,27,27.8,730.0,observée,27.8,6.9,84,20,0.77,Insuffisant,27.8,19.5,23767.0,17877.0,5890.0
SF01-PE-00LS-TRANPF-0HA032,54609.0,350.0,Mécanique,Graissage,27,27.8,730.0,observée,27.8,6.9,84,20,0.77,Insuffisant,27.8,19.5,23767.0,17877.0,5890.0
SF01-PE-00LS-TRANPF-0HA032,54610.0,350.0,Mécanique,Graissage,3,272.0,730.0,observée,272.0,61.0,84,2,1.0,Insuffisant,272.0,190.4,3116.0,2318.0,798.0
SF01-PE-00LS-TRANPF-0HA032,55496.0,360.0,Mécanique,Systématique,107,7.3,730.0,observée,7.3,2.0,84,47,0.44,Insuffisant,7.3,5.1,53778.0,41842.0,11936.0
SF01-PE-00LS-TRANPF-0HA032-SURV-ARRETURG,56968.0,290.0,Électrique,Inspection,9,45.5,90.0,observée,45.5,51.1,0,0,0.0,Adéquat,45.5,45.5,770.0,770.0,0.0
SF01-PE-00LS-TRANPF-0IA067,55422.0,310.0,Mécanique,Inspection,3,124.5,730.0,observée,124.5,30.5,60,1,0.5,Insuffisant,124.5,87.1,3545.0,2733.0,812.0
SF01-PE-00LS-TRANPF-0IA067,55426.0,310.0,Mécanique,Inspection,3,266.5,730.0,observée,266.5,172.5,60,1,0.5,Insuffisant,266.5,186.5,1656.0,1277.0,379.0
SF01-PE-00LS-TRANPF-0IA067,55427.0,310.0,Mécanique,Inspection,3,266.5,730.0,observée,266.5,172.5,60,1,0.5,Insuffisant,266.5,186.5,1656.0,1277.0,379.0
SF01-PE-00LS-TRANPF-0IA067,55429.0,360.0,Mécanique,Systématique,3,124.5,730.0,observée,124.5,30.5,60,1,0.5,Insuffisant,124.5,87.1,3545.0,2733.0,812.0
SF01-PE-00LS-TRANPF-0IA067,55430.0,360.0,Mécanique,Systématique,3,224.5,730.0,observée,224.5,128.5,60,2,1.0,Insuffisant,224.5,157.1,3776.0,2808.0,967.0
SF01-PE-00LS-TRANPF-0IA067,55431.0,350.0,Mécanique,Graissage,27,27.8,730.0,observée,27.8,6.9,60,17,0.65,Insuffisant,27.8,19.5,20260.0,15372.0,4888.0
SF01-PE-00LS-TRANPF-0IA067,55432.0,350.0,Mécanique,Graissage,27,27.8,730.0,observée,27.8,6.9,60,17,0.65,Insuffisant,27.8,19.5,20260.0,15372.0,4888.0
SF01-PE-00LS-TRANPF-0IA067,55433.0,350.0,Mécanique,Graissage,27,27.8,730.0,observée,27.8,6.9,60,17,0.65,Insuffisant,27.8,19.5,20260.0,15372.0,4888.0
SF01-PE-00LS-TRANPF-0IA067,55524.0,290.0,Mécanique,Inspection,78,7.7,730.0,observée,7.7,5.4,60,30,0.39,Insuffisant,7.7,5.4,45708.0,35900.0,9809.0
SF01-PE-00LS-TRANPF-0IA067-SURV-ARRETURG,56992.0,360.0,Électrique,Systématique,11,36.4,90.0,observée,36.4,39.2,0,0,0.0,Adéquat,36.4,36.4,963.0,963.0,0.0
SF01-PE-00LS-TRANPF-0IA067-SURV-EDV2840,216176.0,360.0,Régulation/Instrumentation,Systématique,19,26.7,,observée,26.7,10.3,1,1,0.06,Adéquat,26.7,26.7,3139.0,3139.0,0.0
SF01-PE-00LS-TRANPF-0IA067-W107,216245.0,360.0,Régulation/Instrumentation,Systématique,49,8.0,30.0,observée,8.0,7.0,2,1,0.02,Adéquat,8.0,8.0,6412.0,6412.0,0.0
SF01-PE-00LS-TRANPF-0IA067-W107,216356.0,360.0,Régulation/Instrumentation,Systématique,48,8.6,90.0,observée,8.6,8.8,2,1,0.02,Adéquat,8.6,8.6,5965.0,5965.0,0.0
SF01-PE-00LS-TRRECY-0HA034,54625.0,360.0,Mécanique,Systématique,3,266.5,730.0,observée,266.5,172.5,200,1,0.5,Insuffisant,266.5,186.5,1656.0,1277.0,379.0
SF01-PE-00LS-TRRECY-0HA034,54630.0,360.0,Mécanique,Systématique,3,124.5,730.0,observée,124.5,30.5,200,1,0.5,Insuffisant,124.5,87.1,3545.0,2733.0,812.0
SF01-PE-00LS-TRRECY-0HA034,54633.0,350.0,Mécanique,Graissage,106,7.1,730.0,observée,7.1,2.7,200,60,0.57,Insuffisant,7.1,5.0,70172.0,53648.0,16523.0
SF01-PE-00LS-TRRECY-0HA034,54634.0,350.0,Mécanique,Graissage,27,27.8,730.0,observée,27.8,6.8,200,20,0.77,Insuffisant,27.8,19.5,23767.0,17877.0,5890.0
SF01-PE-00LS-TRRECY-0HA034,54635.0,350.0,Mécanique,Graissage,106,7.1,730.0,observée,7.1,2.4,200,61,0.58,Insuffisant,7.1,5.0,71316.0,54466.0,16850.0
SF01-PE-00LS-TRRECY-0HA034,55498.0,360.0,Mécanique,Systématique,107,7.3,730.0,observée,7.3,1.9,200,64,0.6,Insuffisant,7.3,5.1,71588.0,54564.0,17025.0
SF01-PE-00LS-TRRECY-0HA034-SURV-ARRETURG,56970.0,290.0,Électrique,Inspection,9,45.5,90.0,observée,45.5,51.5,0,0,0.0,Adéquat,45.5,45.5,770.0,770.0,0.0
SF01-PE-00LS-TRRECY-0HA034-W106,216244.0,360.0,Régulation/Instrumentation,Systématique,50,7.8,30.0,observée,7.8,8.2,2,1,0.02,Adéquat,7.8,7.8,6577.0,6577.0,0.0
SF01-PE-00LS-TRRECY-0HA036,54665.0,360.0,Mécanique,Systématique,6,97.8,730.0,observée,97.8,71.9,161,5,1.0,Insuffisant,97.8,68.5,8667.0,6447.0,2220.0
SF01-PE-00LS-TRRECY-0HA036,54670.0,310.0,Mécanique,Inspection,3,224.5,730.0,observée,224.5,139.5,161,2,1.0,Insuffisant,224.5,157.1,3776.0,2808.0,967.0
SF01-PE-00LS-TRRECY-0HA036,54671.0,310.0,Mécanique,Inspection,3,124.5,730.0,observée,124.5,30.5,161,1,0.5,Insuffisant,124.5,87.1,3545.0,2733.0,812.0
SF01-PE-00LS-TRRECY-0HA036,54681.0,360.0,Mécanique,Systématique,3,271.5,730.0,observée,271.5,177.5,161,1,0.5,Insuffisant,271.5,190.0,1626.0,1253.0,372.0
SF01-PE-00LS-TRRECY-0HA036,54683.0,360.0,Mécanique,Systématique,4,123.3,730.0,observée,123.3,124.2,161,2,0.67,Insuffisant,123.3,86.3,4700.0,3560.0,1140.0
SF01-PE-00LS-TRRECY-0HA036,54684.0,290.0,Mécanique,Inspection,4,120.0,730.0,observée,120.0,80.0,161,3,1.0,Insuffisant,120.0,84.0,7064.0,5254.0,1810.0
